7.6_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 03:02:30.483307
7.2_raw.csv_filtered_by_correlation0_all_replacement_strategy_0.0,2022-11-30 03:02:30.663194
7.2_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 03:02:30.791289
Complete Duration,0:00:01.063650
7.9_raw.csv_filtered_by_correlation0_all_replacement_strategy_0.0,2022-11-30 03:02:32.886655
7.9_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 03:02:33.066399
7.6_raw.csv_filtered_by_correlation0_all_replacement_strategy_0.0,2022-11-30 03:02:33.179374
7.6_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 03:02:33.299576
7.2_raw.csv_filtered_by_correlation0_all_replacement_strategy_0.0,2022-11-30 03:02:33.477595
7.2_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 03:02:33.582614
Complete Duration,0:00:00.987761
Complete Duration,0:00:00.112680
7.9_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 03:04:50.360626
7.9_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 03:04:50.531263
7.6_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 03:04:50.698865
7.6_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 03:04:50.832023
7.2_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 03:04:50.967759
7.2_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 03:04:51.082926
Complete Duration,0:00:00.945014
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_0.0,2022-11-30 03:05:01.303028
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_0.0,2022-11-30 03:05:04.344744
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_0.0,2022-11-30 03:05:06.496835
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_0.0,2022-11-30 03:05:08.606067
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_0.0,2022-11-30 03:05:10.751228
Complete Duration,0:00:01.181309
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_0.0,2022-11-30 03:05:13.281937
Complete Duration,0:00:14.420981
Complete Duration,0:00:00.466119
Complete Duration,0:00:00.228795
Complete Duration,0:00:00.129998
Complete Duration,0:00:00.128691
Complete Duration,0:00:00.144821
Complete Duration,0:00:00.154932
Complete Duration,0:00:00.143649
Complete Duration,0:00:00.145453
Complete Duration,0:00:00.172654
7.9_raw.csv_filtered_by_correlation0_SNR0_all_replacement_strategy_0.0,2022-11-30 10:56:36.046441
7.9_raw.csv_filtered_by_correlation0_SNR0_individual_replacement_strategy_0.0,2022-11-30 10:56:36.157689
7.6_raw.csv_filtered_by_correlation0_SNR0_all_replacement_strategy_0.0,2022-11-30 10:56:36.335213
7.6_raw.csv_filtered_by_correlation0_SNR0_individual_replacement_strategy_0.0,2022-11-30 10:56:36.477381
7.2_raw.csv_filtered_by_correlation0_SNR0_all_replacement_strategy_0.0,2022-11-30 10:56:36.682287
7.2_raw.csv_filtered_by_correlation0_SNR0_individual_replacement_strategy_0.0,2022-11-30 10:56:36.866347
Complete Duration,0:00:01.066877
7.9_raw.csv_filtered_by_correlation5_SNR0_all_replacement_strategy_0.0,2022-11-30 10:56:45.509174
7.9_raw.csv_filtered_by_correlation5_SNR0_individual_replacement_strategy_0.0,2022-11-30 10:56:45.647216
7.6_raw.csv_filtered_by_correlation5_SNR0_all_replacement_strategy_0.0,2022-11-30 10:56:45.792347
7.6_raw.csv_filtered_by_correlation5_SNR0_individual_replacement_strategy_0.0,2022-11-30 10:56:45.896766
7.2_raw.csv_filtered_by_correlation5_SNR0_all_replacement_strategy_0.0,2022-11-30 10:56:46.062981
7.2_raw.csv_filtered_by_correlation5_SNR0_individual_replacement_strategy_0.0,2022-11-30 10:56:46.217055
Complete Duration,0:00:00.906072
7.9_raw.csv_filtered_by_correlation5_SNR4_all_replacement_strategy_0.0,2022-11-30 10:56:48.682322
7.9_raw.csv_filtered_by_correlation5_SNR4_individual_replacement_strategy_0.0,2022-11-30 10:56:48.786055
7.6_raw.csv_filtered_by_correlation5_SNR4_all_replacement_strategy_0.0,2022-11-30 10:56:48.937884
7.6_raw.csv_filtered_by_correlation5_SNR4_individual_replacement_strategy_0.0,2022-11-30 10:56:49.081113
7.2_raw.csv_filtered_by_correlation5_SNR4_all_replacement_strategy_0.0,2022-11-30 10:56:49.224653
7.2_raw.csv_filtered_by_correlation5_SNR4_individual_replacement_strategy_0.0,2022-11-30 10:56:49.327611
Complete Duration,0:00:00.849122
7.9_raw.csv_filtered_by_correlation5_SNR2_all_replacement_strategy_0.0,2022-11-30 10:56:52.408348
7.9_raw.csv_filtered_by_correlation5_SNR2_individual_replacement_strategy_0.0,2022-11-30 10:56:52.520780
7.6_raw.csv_filtered_by_correlation5_SNR2_all_replacement_strategy_0.0,2022-11-30 10:56:52.703641
7.6_raw.csv_filtered_by_correlation5_SNR2_individual_replacement_strategy_0.0,2022-11-30 10:56:52.826200
7.2_raw.csv_filtered_by_correlation5_SNR2_all_replacement_strategy_0.0,2022-11-30 10:56:52.940968
7.2_raw.csv_filtered_by_correlation5_SNR2_individual_replacement_strategy_0.0,2022-11-30 10:56:53.099862
Complete Duration,0:00:00.908916
7.9_raw.csv_filtered_by_correlation5_SNR2_all_replacement_strategy_3.0,2022-11-30 10:56:56.636284
7.9_raw.csv_filtered_by_correlation5_SNR2_individual_replacement_strategy_3.0,2022-11-30 10:56:56.725779
7.6_raw.csv_filtered_by_correlation5_SNR2_all_replacement_strategy_3.0,2022-11-30 10:56:56.896521
7.6_raw.csv_filtered_by_correlation5_SNR2_individual_replacement_strategy_3.0,2022-11-30 10:56:56.992260
7.2_raw.csv_filtered_by_correlation5_SNR2_all_replacement_strategy_3.0,2022-11-30 10:56:57.118898
7.2_raw.csv_filtered_by_correlation5_SNR2_individual_replacement_strategy_3.0,2022-11-30 10:56:57.247020
Complete Duration,0:00:00.821703
Complete Duration,0:00:13.157266
Complete Duration,0:00:00.153087
Complete Duration,0:00:00.164685
Complete Duration,0:00:00.176497
Complete Duration,0:00:00.126140
Complete Duration,0:00:00.141263
Complete Duration,0:00:00.216085
Complete Duration,0:00:00.163899
Complete Duration,0:00:00.212385
Complete Duration,0:00:00.182572
Complete Duration,0:00:00.224563
Complete Duration,0:00:00.210102
Complete Duration,0:00:00.249126
Complete Duration,0:00:00.208245
Complete Duration,0:00:00.213564
Complete Duration,0:00:00.202858
Complete Duration,0:00:00.186205
Complete Duration,0:00:00.179978
Complete Duration,0:00:00.176104
Complete Duration,0:00:00.198168
Complete Duration,0:00:00.146178
Complete Duration,0:00:00.145700
Complete Duration,0:00:00.122482
Complete Duration,0:00:00.109388
Complete Duration,0:00:00.170258
Complete Duration,0:00:00.152863
Complete Duration,0:00:00.229786
Complete Duration,0:00:00.134330
Complete Duration,0:00:00.150637
Complete Duration,0:00:00.137867
Complete Duration,0:00:00.129613
Complete Duration,0:00:00.114993
Complete Duration,0:00:00.254909
7.9_raw.csv_filtered_by_correlation0_all_replacement_strategy_0.0,2022-11-30 11:56:31.341776
7.9_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 11:56:31.463086
7.6_raw.csv_filtered_by_correlation0_all_replacement_strategy_0.0,2022-11-30 11:56:31.642564
7.6_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 11:56:31.809559
7.2_raw.csv_filtered_by_correlation0_all_replacement_strategy_0.0,2022-11-30 11:56:31.926756
7.2_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 11:56:32.026886
Complete Duration,0:00:00.909966
7.9_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 11:56:33.247915
7.9_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:56:33.385256
7.6_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 11:56:33.569758
7.6_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:56:33.681316
7.2_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 11:56:33.807789
7.2_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:56:33.902553
Complete Duration,0:00:00.847495
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_0.0,2022-11-30 11:56:36.279507
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_0.0,2022-11-30 11:56:38.789287
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_0.0,2022-11-30 11:56:40.615004
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_0.0,2022-11-30 11:56:43.142349
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_0.0,2022-11-30 11:56:45.632350
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_0.0,2022-11-30 11:56:48.434610
Complete Duration,0:00:14.226589
Complete Duration,0:00:00.142292
Complete Duration,0:00:00.144533
7.9_raw.csv_filtered_by_correlation0_SNR0_all_replacement_strategy_0.0,2022-11-30 11:56:59.146855
7.9_raw.csv_filtered_by_correlation0_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:56:59.260711
7.6_raw.csv_filtered_by_correlation0_SNR0_all_replacement_strategy_0.0,2022-11-30 11:56:59.413393
7.6_raw.csv_filtered_by_correlation0_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:56:59.507858
7.2_raw.csv_filtered_by_correlation0_SNR0_all_replacement_strategy_0.0,2022-11-30 11:56:59.676130
7.2_raw.csv_filtered_by_correlation0_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:56:59.778845
Complete Duration,0:00:00.830878
7.9_raw.csv_filtered_by_correlation1_SNR0_all_replacement_strategy_0.0,2022-11-30 11:57:02.824977
7.9_raw.csv_filtered_by_correlation1_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:57:02.930399
7.6_raw.csv_filtered_by_correlation1_SNR0_all_replacement_strategy_0.0,2022-11-30 11:57:03.065960
7.6_raw.csv_filtered_by_correlation1_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:57:03.194116
7.2_raw.csv_filtered_by_correlation1_SNR0_all_replacement_strategy_0.0,2022-11-30 11:57:03.344027
7.2_raw.csv_filtered_by_correlation1_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:57:03.478944
Complete Duration,0:00:00.863580
7.9_raw.csv_filtered_by_correlation3_SNR0_all_replacement_strategy_0.0,2022-11-30 11:57:03.979839
7.9_raw.csv_filtered_by_correlation3_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:57:04.091449
7.6_raw.csv_filtered_by_correlation3_SNR0_all_replacement_strategy_0.0,2022-11-30 11:57:04.244553
7.6_raw.csv_filtered_by_correlation3_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:57:04.340802
7.2_raw.csv_filtered_by_correlation3_SNR0_all_replacement_strategy_0.0,2022-11-30 11:57:04.456405
7.2_raw.csv_filtered_by_correlation3_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:57:04.548417
Complete Duration,0:00:00.803892
Complete Duration,0:00:00.209676
Complete Duration,0:00:00.213257
Complete Duration,0:00:00.153039
Complete Duration,0:00:00.173018
Complete Duration,0:00:00.195210
7.9_raw.csv_filtered_by_correlation0.0_all_replacement_strategy_0.0,2022-11-30 11:59:18.755800
7.9_raw.csv_filtered_by_correlation0.0_individual_replacement_strategy_0.0,2022-11-30 11:59:18.907789
7.6_raw.csv_filtered_by_correlation0.0_all_replacement_strategy_0.0,2022-11-30 11:59:19.011034
7.6_raw.csv_filtered_by_correlation0.0_individual_replacement_strategy_0.0,2022-11-30 11:59:19.121671
7.2_raw.csv_filtered_by_correlation0.0_all_replacement_strategy_0.0,2022-11-30 11:59:19.287801
7.2_raw.csv_filtered_by_correlation0.0_individual_replacement_strategy_0.0,2022-11-30 11:59:19.473251
Complete Duration,0:00:01.032102
7.9_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 11:59:20.337872
7.9_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:59:20.442279
7.6_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 11:59:20.594818
7.6_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:59:20.705568
7.2_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 11:59:20.856346
7.2_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 11:59:20.991419
Complete Duration,0:00:00.838959
7.9_raw.csv_filtered_by_correlation0.0_all_replacement_strategy_0.0,2022-11-30 11:59:22.805234
7.9_raw.csv_filtered_by_correlation0.0_individual_replacement_strategy_0.0,2022-11-30 11:59:22.989899
7.6_raw.csv_filtered_by_correlation0.0_all_replacement_strategy_0.0,2022-11-30 11:59:23.181904
7.6_raw.csv_filtered_by_correlation0.0_individual_replacement_strategy_0.0,2022-11-30 11:59:23.364094
7.2_raw.csv_filtered_by_correlation0.0_all_replacement_strategy_0.0,2022-11-30 11:59:23.547100
7.2_raw.csv_filtered_by_correlation0.0_individual_replacement_strategy_0.0,2022-11-30 11:59:23.691707
Complete Duration,0:00:01.146320
7.9_raw.csv_filtered_by_correlation0.01_all_replacement_strategy_0.0,2022-11-30 11:59:24.282112
7.9_raw.csv_filtered_by_correlation0.01_individual_replacement_strategy_0.0,2022-11-30 11:59:24.459654
7.6_raw.csv_filtered_by_correlation0.01_all_replacement_strategy_0.0,2022-11-30 11:59:24.631712
7.6_raw.csv_filtered_by_correlation0.01_individual_replacement_strategy_0.0,2022-11-30 11:59:24.771041
7.2_raw.csv_filtered_by_correlation0.01_all_replacement_strategy_0.0,2022-11-30 11:59:24.913705
7.2_raw.csv_filtered_by_correlation0.01_individual_replacement_strategy_0.0,2022-11-30 11:59:25.045002
Complete Duration,0:00:01.004528
7.9_raw.csv_filtered_by_correlation0.02_all_replacement_strategy_0.0,2022-11-30 11:59:25.582342
7.9_raw.csv_filtered_by_correlation0.02_individual_replacement_strategy_0.0,2022-11-30 11:59:25.782583
7.6_raw.csv_filtered_by_correlation0.02_all_replacement_strategy_0.0,2022-11-30 11:59:25.933621
7.6_raw.csv_filtered_by_correlation0.02_individual_replacement_strategy_0.0,2022-11-30 11:59:26.083125
7.2_raw.csv_filtered_by_correlation0.02_all_replacement_strategy_0.0,2022-11-30 11:59:26.306357
7.2_raw.csv_filtered_by_correlation0.02_individual_replacement_strategy_0.0,2022-11-30 11:59:26.458643
Complete Duration,0:00:01.142574
7.9_raw.csv_filtered_by_correlation-0.01_all_replacement_strategy_0.0,2022-11-30 11:59:28.526757
7.9_raw.csv_filtered_by_correlation-0.01_individual_replacement_strategy_0.0,2022-11-30 11:59:28.641685
7.6_raw.csv_filtered_by_correlation-0.01_all_replacement_strategy_0.0,2022-11-30 11:59:28.792584
7.6_raw.csv_filtered_by_correlation-0.01_individual_replacement_strategy_0.0,2022-11-30 11:59:28.891678
7.2_raw.csv_filtered_by_correlation-0.01_all_replacement_strategy_0.0,2022-11-30 11:59:29.003254
7.2_raw.csv_filtered_by_correlation-0.01_individual_replacement_strategy_0.0,2022-11-30 11:59:29.126667
Complete Duration,0:00:00.902149
Complete Duration,0:00:00.137192
Complete Duration,0:00:00.193040
Complete Duration,0:00:00.169890
Complete Duration,0:00:00.154386
7.9_raw.csv_filtered_by_correlation0_all_replacement_strategy_0.0,2022-11-30 12:04:25.547534
7.9_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 12:04:25.692531
7.6_raw.csv_filtered_by_correlation0_all_replacement_strategy_0.0,2022-11-30 12:04:25.859838
7.6_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 12:04:26.026230
7.2_raw.csv_filtered_by_correlation0_all_replacement_strategy_0.0,2022-11-30 12:04:26.191024
7.2_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0.0,2022-11-30 12:04:26.327093
Complete Duration,0:00:00.967634
7.9_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 12:04:26.764903
7.9_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 12:04:26.878011
7.6_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 12:04:27.110924
7.6_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 12:04:27.248143
7.2_raw.csv_filtered_by_SNR0_all_replacement_strategy_0.0,2022-11-30 12:04:27.401899
7.2_raw.csv_filtered_by_SNR0_individual_replacement_strategy_0.0,2022-11-30 12:04:27.480670
Complete Duration,0:00:00.941842
7.9_raw.csv_filtered_by_SNR1_all_replacement_strategy_0.0,2022-11-30 12:04:28.382075
7.9_raw.csv_filtered_by_SNR1_individual_replacement_strategy_0.0,2022-11-30 12:04:28.527856
7.6_raw.csv_filtered_by_SNR1_all_replacement_strategy_0.0,2022-11-30 12:04:28.756228
7.6_raw.csv_filtered_by_SNR1_individual_replacement_strategy_0.0,2022-11-30 12:04:28.941681
7.2_raw.csv_filtered_by_SNR1_all_replacement_strategy_0.0,2022-11-30 12:04:29.131068
7.2_raw.csv_filtered_by_SNR1_individual_replacement_strategy_0.0,2022-11-30 12:04:29.236643
Complete Duration,0:00:01.049712
7.9_raw.csv_filtered_by_SNR2_all_replacement_strategy_0.0,2022-11-30 12:04:29.707591
7.9_raw.csv_filtered_by_SNR2_individual_replacement_strategy_0.0,2022-11-30 12:04:29.851950
7.6_raw.csv_filtered_by_SNR2_all_replacement_strategy_0.0,2022-11-30 12:04:30.050083
7.6_raw.csv_filtered_by_SNR2_individual_replacement_strategy_0.0,2022-11-30 12:04:30.192698
7.2_raw.csv_filtered_by_SNR2_all_replacement_strategy_0.0,2022-11-30 12:04:30.409527
7.2_raw.csv_filtered_by_SNR2_individual_replacement_strategy_0.0,2022-11-30 12:04:30.611408
Complete Duration,0:00:01.149426
7.9_raw.csv_filtered_by_SNR3_all_replacement_strategy_0.0,2022-11-30 12:04:30.993591
7.9_raw.csv_filtered_by_SNR3_individual_replacement_strategy_0.0,2022-11-30 12:04:31.106092
7.6_raw.csv_filtered_by_SNR3_all_replacement_strategy_0.0,2022-11-30 12:04:31.245117
7.6_raw.csv_filtered_by_SNR3_individual_replacement_strategy_0.0,2022-11-30 12:04:31.365955
7.2_raw.csv_filtered_by_SNR3_all_replacement_strategy_0.0,2022-11-30 12:04:31.526586
7.2_raw.csv_filtered_by_SNR3_individual_replacement_strategy_0.0,2022-11-30 12:04:31.677755
Complete Duration,0:00:00.894841
7.9_raw.csv_filtered_by_SNR4_all_replacement_strategy_0.0,2022-11-30 12:04:34.016892
7.9_raw.csv_filtered_by_SNR4_individual_replacement_strategy_0.0,2022-11-30 12:04:34.113078
7.6_raw.csv_filtered_by_SNR4_all_replacement_strategy_0.0,2022-11-30 12:04:34.242375
7.6_raw.csv_filtered_by_SNR4_individual_replacement_strategy_0.0,2022-11-30 12:04:34.375589
7.2_raw.csv_filtered_by_SNR4_all_replacement_strategy_0.0,2022-11-30 12:04:34.496806
7.2_raw.csv_filtered_by_SNR4_individual_replacement_strategy_0.0,2022-11-30 12:04:34.638584
Complete Duration,0:00:00.851713
7.9_raw.csv_filtered_by_SNR4_all_replacement_strategy_0.02,2022-11-30 12:04:39.837426
7.9_raw.csv_filtered_by_SNR4_individual_replacement_strategy_0.02,2022-11-30 12:04:39.961790
7.6_raw.csv_filtered_by_SNR4_all_replacement_strategy_0.02,2022-11-30 12:04:40.213541
7.6_raw.csv_filtered_by_SNR4_individual_replacement_strategy_0.02,2022-11-30 12:04:40.390327
7.2_raw.csv_filtered_by_SNR4_all_replacement_strategy_0.02,2022-11-30 12:04:40.584485
7.2_raw.csv_filtered_by_SNR4_individual_replacement_strategy_0.02,2022-11-30 12:04:40.736585
Complete Duration,0:00:01.104750
7.9_raw.csv_filtered_by_SNR4_all_replacement_strategy_0.04,2022-11-30 12:04:41.179647
7.9_raw.csv_filtered_by_SNR4_individual_replacement_strategy_0.04,2022-11-30 12:04:41.285324
7.6_raw.csv_filtered_by_SNR4_all_replacement_strategy_0.04,2022-11-30 12:04:41.402037
7.6_raw.csv_filtered_by_SNR4_individual_replacement_strategy_0.04,2022-11-30 12:04:41.510658
7.2_raw.csv_filtered_by_SNR4_all_replacement_strategy_0.04,2022-11-30 12:04:41.655992
7.2_raw.csv_filtered_by_SNR4_individual_replacement_strategy_0.04,2022-11-30 12:04:41.752989
Complete Duration,0:00:00.793451
Complete Duration,0:00:00.150203
Complete Duration,0:00:00.136267
Complete Duration,0:00:00.139845
Complete Duration,0:00:00.162218
Complete Duration,0:00:00.146213
Complete Duration,0:00:00.138641
Complete Duration,0:00:00.162331
Complete Duration,0:00:00.147845
7.9_raw.csv_filtered_by_correlation0_all_replacement_strategy_0,2022-11-30 12:05:30.216337
7.9_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0,2022-11-30 12:05:30.321021
7.6_raw.csv_filtered_by_correlation0_all_replacement_strategy_0,2022-11-30 12:05:30.523327
7.6_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0,2022-11-30 12:05:30.741041
7.2_raw.csv_filtered_by_correlation0_all_replacement_strategy_0,2022-11-30 12:05:30.912374
7.2_raw.csv_filtered_by_correlation0_individual_replacement_strategy_0,2022-11-30 12:05:31.041682
Complete Duration,0:00:01.035971
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_0,2022-11-30 12:05:33.681324
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_0,2022-11-30 12:05:37.543056
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_0,2022-11-30 12:05:40.176168
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_0,2022-11-30 12:05:43.499411
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_0,2022-11-30 12:05:45.651571
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_0,2022-11-30 12:05:48.534973
Complete Duration,0:00:17.307851
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4,2022-11-30 12:05:51.947048
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4,2022-11-30 12:05:54.525651
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4,2022-11-30 12:05:57.898778
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4,2022-11-30 12:06:00.631120
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4,2022-11-30 12:06:03.791435
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4,2022-11-30 12:06:07.439084
Complete Duration,0:00:18.764361
